filename	acq_time	operator	randstr
func/sub-003_ses-10_task-FullFovAttentionTask_run-001_bold.nii.gz	1863-02-20T16:23:50	NIMH	{K62?i+Q
func/sub-003_ses-10_task-FullFovAttentionTask_run-002_bold.nii.gz	1863-02-20T16:29:17	NIMH	j%p:2QnY
func/sub-003_ses-10_task-FullFovAttentionTask_run-004_bold.nii.gz	1863-02-20T16:44:50	NIMH	YbCh&`xG
func/sub-003_ses-10_task-FullFovAttentionTask_run-005_bold.nii.gz	1863-02-20T16:53:17	NIMH	D2}8a/Qr
func/sub-003_ses-10_task-FullFovAttentionTask_run-007_bold.nii.gz	1863-02-20T17:06:30	NIMH	kc0!,xX]
func/sub-003_ses-10_task-FullFovAttentionTask_run-010_bold.nii.gz	1863-02-20T17:28:50	NIMH	\_79S>sM
anat/sub-003_ses-10_acq-MPRAGE_run-001_T1w.nii.gz	1863-02-20T17:49:17	NIMH	KEy){Jx1
anat/sub-003_ses-10_run-001_PD.nii.gz	1863-02-20T17:53:27	NIMH	)=rwu!mA
