filename	acq_time	operator	randstr
func/sub-001_ses-05_task-HalfFovNoTask_run-002_bold.nii.gz	1862-11-17T17:37:16	NIMH	,AMm)(=S
func/sub-001_ses-05_task-HalfFovNoTask_run-003_bold.nii.gz	1862-11-17T17:42:12	NIMH	RPmd_:(T
func/sub-001_ses-05_task-HalfFovNoTask_run-004_bold.nii.gz	1862-11-17T17:47:00	NIMH	JV{KbUa[
func/sub-001_ses-05_task-HalfFovNoTask_run-006_bold.nii.gz	1862-11-17T18:03:52	NIMH	-^sWG],P
func/sub-001_ses-05_task-HalfFovNoTask_run-009_bold.nii.gz	1862-11-17T18:24:32	NIMH	=7d5!sx?
func/sub-001_ses-05_task-HalfFovNoTask_run-011_bold.nii.gz	1862-11-17T18:34:36	NIMH	RG0=t?\2
func/sub-001_ses-05_task-HalfFovNoTask_run-012_bold.nii.gz	1862-11-17T18:41:32	NIMH	"PTv""{0RU"
anat/sub-001_ses-05_acq-MPRAGE_run-001_T1w.nii.gz	1862-11-17T18:59:28	NIMH	xBPD#vwF
anat/sub-001_ses-05_run-001_PD.nii.gz	1862-11-17T19:03:37	NIMH	0I('c5`X
