filename	acq_time	operator	randstr
func/sub-001_ses-06_task-HalfFovNoTask_run-002_bold.nii.gz	1862-11-24T18:39:58	NIMH	(el1r&xC
func/sub-001_ses-06_task-HalfFovNoTask_run-003_bold.nii.gz	1862-11-24T18:49:02	NIMH	"""{#.HEN!"
func/sub-001_ses-06_task-HalfFovNoTask_run-004_bold.nii.gz	1862-11-24T18:54:31	NIMH	\!6a/^Mi
func/sub-001_ses-06_task-HalfFovNoTask_run-005_bold.nii.gz	1862-11-24T19:03:58	NIMH	\}!%@W:b
func/sub-001_ses-06_task-HalfFovNoTask_run-006_bold.nii.gz	1862-11-24T19:12:02	NIMH	TO]'%tnM
func/sub-001_ses-06_task-HalfFovNoTask_run-009_bold.nii.gz	1862-11-24T19:33:22	NIMH	@=zW2RvF
func/sub-001_ses-06_task-HalfFovNoTask_run-010_bold.nii.gz	1862-11-24T19:37:51	NIMH	ZR#=A.Po
anat/sub-001_ses-06_acq-MPRAGE_run-001_T1w.nii.gz	1862-11-24T19:55:20	NIMH	Tt.>YpZk
anat/sub-001_ses-06_run-001_PD.nii.gz	1862-11-24T19:59:29	NIMH	2@z\5%_|
