filename	acq_time	operator	randstr
func/sub-002_ses-01_task-FullFovNoAttentionTask_run-003_bold.nii.gz	1863-03-16T18:42:05	NIMH	eb<|EcW.
func/sub-002_ses-01_task-FullFovNoAttentionTask_run-004_bold.nii.gz	1863-03-16T18:46:53	NIMH	B]`E3gi^
func/sub-002_ses-01_task-FullFovNoAttentionTask_run-005_bold.nii.gz	1863-03-16T18:52:21	NIMH	}Z[?T9K{
func/sub-002_ses-01_task-FullFovNoAttentionTask_run-006_bold.nii.gz	1863-03-16T19:02:05	NIMH	'S8o+mt^
func/sub-002_ses-01_task-FullFovNoAttentionTask_run-007_bold.nii.gz	1863-03-16T19:09:13	NIMH	%]zjL.Q>
func/sub-002_ses-01_task-FullFovNoAttentionTask_run-008_bold.nii.gz	1863-03-16T19:12:21	NIMH	cOyz(NFL
func/sub-002_ses-01_task-FullFovNoAttentionTask_run-009_bold.nii.gz	1863-03-16T19:20:05	NIMH	l3GS0}X'
func/sub-002_ses-01_task-FullFovNoAttentionTask_run-010_bold.nii.gz	1863-03-16T19:29:13	NIMH	H|zfaKnk
func/sub-002_ses-01_task-FullFovNoAttentionTask_run-011_bold.nii.gz	1863-03-16T19:33:41	NIMH	MN_TdU3Q
func/sub-002_ses-01_task-FullFovNoAttentionTask_run-012_bold.nii.gz	1863-03-16T19:38:45	NIMH	v~39*%pG
func/sub-002_ses-01_task-FullFovNoAttentionTask_run-013_bold.nii.gz	1863-03-16T19:46:13	NIMH	u~9`_2)/
anat/sub-002_ses-01_acq-MPRAGE_run-001_T1w.nii.gz	1863-03-16T19:58:11	NIMH	A/JeiV7$
anat/sub-002_ses-01_run-001_PD.nii.gz	1863-03-16T20:02:21	NIMH	<(.qe&C4
